text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,text_transformed,merged_lexicon,word
r',"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 0",N,,,,,ר',noun,0
ys),"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 1",PN Personal name,,,,,יסא,proper name Personal name,1
mcly,"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 2",verb D,,,,,מצלי,verb pael,2
btlt,"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 3",p02,n02C,,,,בתלת,preposition with pronominal suffix | n02C,3
$(yN,"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 4",noun pl. absolute,,,,,שעין,noun pl. absolute,4
<bymm)>#01#,"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 5",noun sg. emphatic,p02,,,,ביממא,noun sg. emphatic | preposition with pronominal suffix,5
r',"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 6",N,,,,,ר',noun,6
xyy),"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 7",PN Personal name,,,,,חייא,proper name Personal name,7
br,"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 8",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,8
ww),"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 9",PN Personal name,,,,,ווא,proper name Personal name,9
mcly,"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 10",verb D,,,,,מצלי,verb pael,10
btlt,"Masekhet: 5330001, Page: 07, Side: b, Line: 14, Word: 11",p02,n02C,,,,בתלת,preposition with pronominal suffix | n02C,11
$(yN,"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 0",noun pl. absolute,,,,,שעין,noun pl. absolute,0
r',"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 1",N,,,,,ר',noun,1
brkyh,"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 2",PN Personal name,,,,,ברכיה,proper name Personal name,2
xmwnyh,"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 3",verb G,,,,,חמוניה,verb peal,3
qry,"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 4",verb G,,,,,קרי,verb peal,4
"""qryt","Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 5",No data,,,,,קרית,No data,5
"$m(""","Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 6",No data,,,,,שמע,No data,6
wmcly,"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 7",verb D,c,,,,ומצלי,verb pael | conjunction,7
btr,"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 8",p01C,,,,,בתר,p01C,8
tlt,"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 9",n01C,,,,,תלת,n01C,9
$(yN,"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 10",noun pl. absolute,,,,,שעין,noun pl. absolute,10
wh),"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 11",I01C,c,,,,והא,I01C | conjunction,11
tnynN,"Masekhet: 5330001, Page: 07, Side: b, Line: 15, Word: 12",verb G,,,,,תנינן,verb peal,12
hwwN,"Masekhet: 5330001, Page: 07, Side: b, Line: 32, Word: 0",verb G,,,,,הוון,verb peal,0
b(yyN,"Masekhet: 5330001, Page: 07, Side: b, Line: 32, Word: 1",verb G,,,,,בעיין,verb peal,1
mymr,"Masekhet: 5330001, Page: 07, Side: b, Line: 32, Word: 2",verb G,,,,,מימר,verb peal,2
khd),"Masekhet: 5330001, Page: 07, Side: b, Line: 37, Word: 0",P01,p02,,,,כהדא,preposition independent | preposition with pronominal suffix,0
r',"Masekhet: 5330001, Page: 07, Side: b, Line: 37, Word: 1",N,,,,,ר',noun,1
yhw$(,"Masekhet: 5330001, Page: 07, Side: b, Line: 37, Word: 2",PN Personal name,,,,,יהושע,proper name Personal name,2
"""bN""","Masekhet: 5330001, Page: 07, Side: b, Line: 37, Word: 3",No data,,,,,בן,No data,3
lwy,"Masekhet: 5330001, Page: 07, Side: b, Line: 37, Word: 4",PN Personal name,,,,,לוי,proper name Personal name,4
mpqd,"Masekhet: 5330001, Page: 07, Side: b, Line: 37, Word: 5",verb D,,,,,מפקד,verb pael,5
{ltlmydyw}<ltlmydwy>#01#,"Masekhet: 5330001, Page: 07, Side: b, Line: 37, Word: 6",p03,noun pl. emphatic,,,,לתלמידוי,preposition proclitic | noun pl. emphatic,6
)yN,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 0",c,,,,,אין,conjunction,0
hwh,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 1",verb G,,,,,הוה,verb peal,1
lkwN,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 2",p01,,,,,לכון,preposition independent,2
)rysTwN,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 3",noun sg. abs. or construct,,,,,אריסטון,noun sg. abs. or construct,3
wmT),"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 4",verb G,c,,,,ומטא,verb peal | conjunction,4
ywm),"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 5",noun sg. emphatic,,,,,יומא,noun sg. emphatic,5
l$yt,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 6",n01C,p03,,,,לשית,n01C | preposition proclitic,6
$(yN,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 7",noun pl. absolute,,,,,שעין,noun pl. absolute,7
(d,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 8",c,,,,,עד,conjunction,8
dl),"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 9",c,a01,,,,דלא,conjunction | a01,9
tsqwN,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 10",verb G,,,,,תסקון,verb peal,10
l)rysTwN,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 11",noun sg. abs. or construct,p03,,,,לאריסטון,noun sg. abs. or construct | preposition proclitic,11
thwwN,"Masekhet: 5330001, Page: 07, Side: b, Line: 38, Word: 12",verb G,,,,,תהוון,verb peal,12
{mclwN}<mclyN>#01#,"Masekhet: 5330001, Page: 07, Side: b, Line: 39, Word: 0",verb D,,,,,מצלין,verb pael,0
dmnxt),"Masekhet: 5330001, Page: 07, Side: b, Line: 39, Word: 1",p,noun sg. emphatic,,,,דמנחתא,preposition | noun sg. emphatic,1
(d,"Masekhet: 5330001, Page: 07, Side: b, Line: 39, Word: 2",c,,,,,עד,conjunction,2
dl),"Masekhet: 5330001, Page: 07, Side: b, Line: 39, Word: 3",c,a01,,,,דלא,conjunction | a01,3
tsqwN,"Masekhet: 5330001, Page: 07, Side: b, Line: 39, Word: 4",verb G,,,,,תסקון,verb peal,4
r',"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 0",N,,,,,ר',noun,0
yrmyh,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 1",PN Personal name,,,,,ירמיה,proper name Personal name,1
b(y,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 2",verb G,,,,,בעי,verb peal,2
hk),"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 3",a01C,,,,,הכא,a01C,3
)t,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 4",R,,,,,את,R,4
(bd,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 5",verb G,,,,,עבד,verb peal,5
mnxh,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 6",noun sg. abs. or construct,,,,,מנחה,noun sg. abs. or construct,6
"""$ty","Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 7",No data,,,,,שתי,No data,7
$(wt,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 8",No data,,,,,שעות,No data,8
"wmxch""","Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 9",No data,,,,,ומחצה,No data,9
^whk),"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 10",a01C,c,,,,והכא,a01C | conjunction,10
)t,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 11",R,,,,,את,R,11
(byd,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 12",verb G,,,,,עביד,verb peal,12
mnxh,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 13",noun sg. abs. or construct,,,,,מנחה,noun sg. abs. or construct,13
"""$lw$","Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 14",No data,,,,,שלוש,No data,14
$(wt,"Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 15",No data,,,,,שעות,No data,15
"wmxch""","Masekhet: 5330001, Page: 07, Side: b, Line: 42, Word: 16",No data,,,,,ומחצה,No data,16
w)t,"Masekhet: 5330001, Page: 07, Side: b, Line: 45, Word: 0",R,c,,,,ואת,R | conjunction,0
(bd,"Masekhet: 5330001, Page: 07, Side: b, Line: 45, Word: 1",verb G,,,,,עבד,verb peal,1
mnxh,"Masekhet: 5330001, Page: 07, Side: b, Line: 45, Word: 2",noun sg. abs. or construct,,,,,מנחה,noun sg. abs. or construct,2
"""$ty","Masekhet: 5330001, Page: 07, Side: b, Line: 45, Word: 3",No data,,,,,שתי,No data,3
$(wt,"Masekhet: 5330001, Page: 07, Side: b, Line: 45, Word: 4",No data,,,,,שעות,No data,4
"wmxch""","Masekhet: 5330001, Page: 07, Side: b, Line: 45, Word: 5",No data,,,,,ומחצה,No data,5
mh,"Masekhet: 5330001, Page: 07, Side: b, Line: 47, Word: 0",P01,,,,,מה,preposition independent,0
T(M,"Masekhet: 5330001, Page: 07, Side: b, Line: 47, Word: 1",verb G,,,,,טעם,verb peal,1
)xwy,"Masekhet: 5330001, Page: 07, Side: b, Line: 48, Word: 0",noun sg. emphatic,,,,,אחוי,noun sg. emphatic,0
d)ymyh,"Masekhet: 5330001, Page: 07, Side: b, Line: 48, Word: 1",noun sg. emphatic,p,,,,דאימיה,noun sg. emphatic | preposition,1
drb,"Masekhet: 5330001, Page: 07, Side: b, Line: 48, Word: 2",p,noun sg. abs. or construct,,,,דרב,preposition | noun sg. abs. or construct,2
)d),"Masekhet: 5330001, Page: 07, Side: b, Line: 48, Word: 3",PN Personal name,,,,,אדא,proper name Personal name,3
hwh,"Masekhet: 5330001, Page: 07, Side: b, Line: 48, Word: 4",verb G,,,,,הוה,verb peal,4
{mcyyC}<mcyyN>#03#,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 0",V,,,,,מציין,V,0
gwltyh,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 1",noun sg. emphatic,,,,,גולתיה,noun sg. emphatic,1
drb,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 2",p,PN Personal name,,,,דרב,preposition | proper name Personal name,2
{bcwm),"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 3",No data,,,,,{בצומא,No data,3
"rb)}#01,03#","Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 4",No data,,,,,רבא},No data,4
)m',"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 5",verb G,,,,,אמ',verb peal,5
lyh,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 6",p01,,,,,ליה,preposition independent,6
kd,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 7",c,,,,,כד,conjunction,7
txmy,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 8",verb G,,,,,תחמי,verb peal,8
$ym$),"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 9",noun sg. emphatic,,,,,שימשא,noun sg. emphatic,9
bry$,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 10",p02,N,,,,בריש,preposition with pronominal suffix | noun,10
dyqly,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 11",noun pl. emphatic,,,,,דיקלי,noun pl. emphatic,11
{tyhb}<)t,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 12",R,,,,,את,R,12
yhb>#01#,"Masekhet: 5330001, Page: 07, Side: b, Line: 49, Word: 13",verb G,,,,,יהב,verb peal,13
ly,"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 0",p01,,,,,לי,preposition independent,0
gwlty,"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 1",noun sg. emphatic,,,,,גולתי,noun sg. emphatic,1
dncly,"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 2",verb D,c,,,,דנצלי,verb pael | conjunction,2
{d}mnxt),"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 3",noun sg. emphatic,,,,,מנחתא,noun sg. emphatic,3
w$m$),"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 4",noun sg. emphatic,c,,,,ושמשא,noun sg. emphatic | conjunction,4
{{byr'}},"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 5",No data,,,,,ביר',No data,5
bry$,"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 6",p02,N,,,,בריש,preposition with pronominal suffix | noun,6
dyqly,"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 7",noun pl. emphatic,,,,,דיקלי,noun pl. emphatic,7
tmN,"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 8",X,,,,,תמן,X,8
)ymm),"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 9",noun sg. emphatic,,,,,איממא,noun sg. emphatic,9
hw),"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 10",P01C,,,,,הוא,P01C,10
hk),"Masekhet: 5330001, Page: 07, Side: b, Line: 50, Word: 11",a01C,,,,,הכא,a01C,11
)yN,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 0",c,,,,,אין,conjunction,0
t(bdynyh,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 1",verb G,,,,,תעבדיניה,verb peal,1
krbnN,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 2",p02,noun pl. emphatic,,,,כרבנן,preposition with pronominal suffix | noun pl. emphatic,2
lyt,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 3",verb G,,,,,לית,verb peal,3
r',"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 4",N,,,,,ר',noun,4
ywdh,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 5",PN Personal name,,,,,יודה,proper name Personal name,5
mwdy,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 6",verb C,,,,,מודי,verb (h)aphel,6
)yN,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 7",c,,,,,אין,conjunction,7
t(bdynyh,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 8",verb G,,,,,תעבדיניה,verb peal,8
kr',"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 9",p02,N,,,,כר',preposition with pronominal suffix | noun,9
ywdh,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 10",PN Personal name,,,,,יודה,proper name Personal name,10
)wP,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 11",c,,,,,אוף,conjunction,11
rbnN,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 12",noun pl. emphatic,,,,,רבנן,noun pl. emphatic,12
mwdw,"Masekhet: 5330001, Page: 07, Side: b, Line: 58, Word: 13",verb C,,,,,מודו,verb (h)aphel,13
mxlph,"Masekhet: 5330001, Page: 07, Side: b, Line: 59, Word: 0",verb C,,,,,מחלפה,verb (h)aphel,0
$yTtyh,"Masekhet: 5330001, Page: 07, Side: b, Line: 60, Word: 0",noun sg. emphatic,,,,,שיטתיה,noun sg. emphatic,0
dr',"Masekhet: 5330001, Page: 07, Side: b, Line: 60, Word: 1",p,N,,,,דר',preposition | noun,1
lwy,"Masekhet: 5330001, Page: 07, Side: b, Line: 60, Word: 2",PN Personal name,,,,,לוי,proper name Personal name,2
{whwyyN,"Masekhet: 5330001, Page: 07, Side: b, Line: 64, Word: 0",No data,,,,,{והויין,No data,0
lyh}<wh<yy>dlyN>#01#,"Masekhet: 5330001, Page: 07, Side: b, Line: 64, Word: 1",P02,,,,,ליה}והיידלין,preposition with pronominal suffix,1
xm$yN,"Masekhet: 5330001, Page: 07, Side: b, Line: 64, Word: 2",n01C,,,,,חמשין,n01C,2
wtrtyN,"Masekhet: 5330001, Page: 07, Side: b, Line: 64, Word: 3",b,c,,,,ותרתין,b | conjunction,3
wk),"Masekhet: 5330001, Page: 07, Side: c, Line: 01, Word: 0",a01C,c,,,,וכא,a01C | conjunction,0
<hw'>#01#,"Masekhet: 5330001, Page: 07, Side: c, Line: 01, Word: 1",P01C,,,,,הו',P01C,1
)mr,"Masekhet: 5330001, Page: 07, Side: c, Line: 01, Word: 2",verb G,,,,,אמר,verb peal,2
hkN,"Masekhet: 5330001, Page: 07, Side: c, Line: 01, Word: 3",a01C,,,,,הכן,a01C,3
rbnN,"Masekhet: 5330001, Page: 07, Side: c, Line: 03, Word: 0",noun pl. emphatic,,,,,רבנן,noun pl. emphatic,0
dqysryN,"Masekhet: 5330001, Page: 07, Side: c, Line: 03, Word: 1",p,GN Geographic name,,,,דקיסרין,preposition | geographical name Geographic name,1
)mryN,"Masekhet: 5330001, Page: 07, Side: c, Line: 03, Word: 2",verb G,,,,,אמרין,verb peal,2
)ytplgwN,"Masekhet: 5330001, Page: 07, Side: c, Line: 03, Word: 3",verb Gt,,,,,איתפלגון,verb ethpeel,3
rb,"Masekhet: 5330001, Page: 07, Side: c, Line: 03, Word: 4",PN Personal name,,,,,רב,proper name Personal name,4
wr',"Masekhet: 5330001, Page: 07, Side: c, Line: 04, Word: 0",N,c,,,,ור',noun | conjunction,0
ywxnN,"Masekhet: 5330001, Page: 07, Side: c, Line: 04, Word: 1",PN Personal name,,,,,יוחנן,proper name Personal name,1
)m',"Masekhet: 5330001, Page: 07, Side: c, Line: 05, Word: 0",verb G,,,,,אמ',verb peal,0
r',"Masekhet: 5330001, Page: 07, Side: c, Line: 05, Word: 1",N,,,,,ר',noun,1
ywdN,"Masekhet: 5330001, Page: 07, Side: c, Line: 05, Word: 2",PN Personal name,,,,,יודן,proper name Personal name,2
(ntyrdy),"Masekhet: 5330001, Page: 07, Side: c, Line: 05, Word: 3",A02,,,,,ענתירדיא,adjective singular determined,3
mtnyt),"Masekhet: 5330001, Page: 07, Side: c, Line: 05, Word: 4",noun sg. emphatic,,,,,מתניתא,noun sg. emphatic,4
msyy(),"Masekhet: 5330001, Page: 07, Side: c, Line: 05, Word: 5",V,,,,,מסייעא,V,5
lr',"Masekhet: 5330001, Page: 07, Side: c, Line: 05, Word: 6",p03,N,,,,לר',preposition proclitic | noun,6
ywxnN,"Masekhet: 5330001, Page: 07, Side: c, Line: 05, Word: 7",PN Personal name,,,,,יוחנן,proper name Personal name,7
)yt,"Masekhet: 5330001, Page: 07, Side: c, Line: 07, Word: 0",verb G,,,,,אית,verb peal,0
lK,"Masekhet: 5330001, Page: 07, Side: c, Line: 07, Word: 1",p01,,,,,לך,preposition independent,1
mymr,"Masekhet: 5330001, Page: 07, Side: c, Line: 07, Word: 2",verb G,,,,,מימר,verb peal,2
"""n(ylt","Masekhet: 5330001, Page: 07, Side: c, Line: 07, Word: 3",No data,,,,,נעילת,No data,3
$(ry,"Masekhet: 5330001, Page: 07, Side: c, Line: 07, Word: 4",No data,,,,,שערי,No data,4
$myM,"Masekhet: 5330001, Page: 07, Side: c, Line: 07, Word: 5",No data,,,,,שמים,No data,5
"bywM""","Masekhet: 5330001, Page: 07, Side: c, Line: 07, Word: 6",No data,,,,,ביום,No data,6
)xwy,"Masekhet: 5330001, Page: 07, Side: c, Line: 08, Word: 0",noun sg. emphatic,,,,,אחוי,noun sg. emphatic,0
d)ym),"Masekhet: 5330001, Page: 07, Side: c, Line: 08, Word: 1",noun sg. emphatic,p,,,,דאימא,noun sg. emphatic | preposition,1
drb,"Masekhet: 5330001, Page: 07, Side: c, Line: 08, Word: 2",p,noun sg. abs. or construct,,,,דרב,preposition | noun sg. abs. or construct,2
)d),"Masekhet: 5330001, Page: 07, Side: c, Line: 08, Word: 3",PN Personal name,,,,,אדא,proper name Personal name,3
hwh,"Masekhet: 5330001, Page: 07, Side: c, Line: 08, Word: 4",verb G,,,,,הוה,verb peal,4
cyyr/mcyyN#03#/,"Masekhet: 5330001, Page: 07, Side: c, Line: 08, Word: 5",verb G,V,,,,מציין/,verb peal | V,5
gwltyh,"Masekhet: 5330001, Page: 07, Side: c, Line: 08, Word: 6",noun sg. emphatic,,,,,גולתיה,noun sg. emphatic,6
drb,"Masekhet: 5330001, Page: 07, Side: c, Line: 08, Word: 7",p,PN Personal name,,,,דרב,preposition | proper name Personal name,7
bcwm),"Masekhet: 5330001, Page: 07, Side: c, Line: 08, Word: 8",p02,noun sg. emphatic,,,,בצומא,preposition with pronominal suffix | noun sg. emphatic,8
rb),"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 0",A02,,,,,רבא,adjective singular determined,0
)m',"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 1",verb G,,,,,אמ',verb peal,1
lyh,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 2",p01,,,,,ליה,preposition independent,2
kd,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 3",c,,,,,כד,conjunction,3
tyxmy,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 4",verb G,,,,,תיחמי,verb peal,4
$ym$),"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 5",noun sg. emphatic,,,,,שימשא,noun sg. emphatic,5
bry$,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 6",p02,N,,,,בריש,preposition with pronominal suffix | noun,6
dyqly,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 7",noun pl. emphatic,,,,,דיקלי,noun pl. emphatic,7
{tyhb}<)t,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 8",R,,,,,את,R,8
yhb>#14#,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 9",verb G,,,,,יהב,verb peal,9
ly,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 10",p01,,,,,לי,preposition independent,10
gwlty,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 11",noun sg. emphatic,,,,,גולתי,noun sg. emphatic,11
dnycly,"Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 12",verb D,c,,,,דניצלי,verb pael | conjunction,12
"""n(ylt""","Masekhet: 5330001, Page: 07, Side: c, Line: 09, Word: 13",No data,,,,,נעילת,No data,13
"""$(ryM""","Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 0",No data,,,,,שערים,No data,0
mxlph,"Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 1",verb C,,,,,מחלפה,verb (h)aphel,1
$yTtyh,"Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 2",noun sg. emphatic,,,,,שיטתיה,noun sg. emphatic,2
drb,"Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 3",p,PN Personal name,,,,דרב,preposition | proper name Personal name,3
tmN,"Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 4",X,,,,,תמן,X,4
"""hw)","Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 5",No data,,,,,הוא,No data,5
)m',"Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 6",No data,,,,,אמ',No data,6
bn(ylt,"Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 7",No data,,,,,בנעילת,No data,7
$(ry,"Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 8",No data,,,,,שערי,No data,8
"$myM""","Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 9",No data,,,,,שמים,No data,9
wkh,"Masekhet: 5330001, Page: 07, Side: c, Line: 10, Word: 10",a02C,c,,,,וכה,a02C | conjunction,10
)m',"Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 0",verb G,,,,,אמ',verb peal,0
"""bn(ylt","Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 1",No data,,,,,בנעילת,No data,1
$(ry,"Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 2",No data,,,,,שערי,No data,2
"hykl""","Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 3",No data,,,,,היכל,No data,3
)m',"Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 4",verb G,,,,,אמ',verb peal,4
r',"Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 5",N,,,,,ר',noun,5
mtnh,"Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 6",PN Personal name,,,,,מתנה,proper name Personal name,6
(l ydy,"Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 7",c,,,,,על ידי,conjunction,7
dhwh,"Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 8",c,verb G,,,,דהוה,conjunction | verb peal,8
m)ryK,"Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 9",verb C,,,,,מאריך,verb (h)aphel,9
rb,"Masekhet: 5330001, Page: 07, Side: c, Line: 11, Word: 10",PN Personal name,,,,,רב,proper name Personal name,10
